violation_id,request_id,rule_id,rule_name,required_step,severity,violation_type,evidence,amount_at_risk
VIO-002007,PR-10249,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,26883.45
VIO-002008,PR-15243,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3082.09
VIO-002009,PR-14228,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3987.8
VIO-002010,PR-10762,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4503.55
VIO-002011,PR-14061,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0538 approved $7,699 with a $0 limit",7699.32
VIO-002012,PR-14061,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,7699.32
VIO-002013,PR-15435,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,5957.15
VIO-002014,PR-15651,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0971 approved $3,163 with a $0 limit",3162.6
VIO-002015,PR-15651,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,3162.6
VIO-002016,PR-14684,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,9503.47
VIO-002017,PR-14503,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,10385.01
VIO-002018,PR-15826,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,567.2
VIO-002019,PR-13604,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1832.28
VIO-002020,PR-12683,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0544 approved $8,258 with a $0 limit",8258.09
VIO-002021,PR-12683,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,8258.09
VIO-002022,PR-10804,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6150.95
VIO-002023,PR-15141,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4138.11
VIO-002024,PR-18102,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0022 approved $43,842 with a $0 limit",43841.93
VIO-002025,PR-18102,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,43841.93
VIO-002026,PR-14536,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,3879.24
VIO-002027,PR-14799,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1494.52
VIO-002028,PR-18140,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,5740.9
VIO-002029,PR-16726,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,17206.76
VIO-002030,PR-15760,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,22296.68
VIO-002031,PR-10977,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,11100.72
VIO-002032,PR-10977,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,11100.72
VIO-002033,PR-10977,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,11100.72
VIO-002034,PR-18053,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2283.11
VIO-002035,PR-18053,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2283.11
VIO-002036,PR-18053,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,2283.11
VIO-002037,PR-16735,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1459.09
VIO-002038,PR-17792,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,17840.9
VIO-002039,PR-10307,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6895.84
VIO-002040,PR-10299,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,2321.21
VIO-002041,PR-18149,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,5472.37
VIO-002042,PR-16403,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,5107.76
VIO-002043,PR-18163,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3118.56
VIO-002044,PR-10558,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,22687.95
VIO-002045,PR-10558,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,22687.95
VIO-002046,PR-10558,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,22687.95
VIO-002047,PR-10558,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,22687.95
VIO-002048,PR-13858,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,11230.99
VIO-002049,PR-12097,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2247.68
VIO-002050,PR-10111,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,11354.8
VIO-002051,PR-16238,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,4653.92
VIO-002052,PR-16238,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,4653.92
VIO-002053,PR-16238,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,4653.92
VIO-002054,PR-16238,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,4653.92
VIO-002055,PR-17379,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,12603.85
VIO-002056,PR-10809,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,36879.76
VIO-002057,PR-17623,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,47857.7
VIO-002058,PR-16081,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,46099.77
VIO-002059,PR-15015,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0821 approved $14,476 with a $0 limit",14475.8
VIO-002060,PR-15015,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,14475.8
VIO-002061,PR-10725,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7232.82
VIO-002062,PR-13947,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,696.01
VIO-002063,PR-16517,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0863 approved $13,857 with a $0 limit",13856.59
VIO-002064,PR-16517,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,13856.59
VIO-002065,PR-11887,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,11848.95
VIO-002066,PR-11831,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2173.98
VIO-002067,PR-16274,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,8848.73
VIO-002068,PR-14433,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3412.94
VIO-002069,PR-14433,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,3412.94
VIO-002070,PR-14433,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,3412.94
VIO-002071,PR-13368,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3155.96
VIO-002072,PR-13368,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3155.96
VIO-002073,PR-15433,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,7568.15
VIO-002074,PR-17953,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2862.25
VIO-002075,PR-11596,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3010.44
VIO-002076,PR-11596,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,3010.44
VIO-002077,PR-11427,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1174.07
VIO-002078,PR-17724,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,13304.17
VIO-002079,PR-17724,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,13304.17
VIO-002080,PR-17724,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,13304.17
VIO-002081,PR-17724,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,13304.17
VIO-002082,PR-17724,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,13304.17
VIO-002083,PR-10530,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,11766.13
VIO-002084,PR-15208,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7834.43
VIO-002085,PR-14206,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5671.55
VIO-002086,PR-14206,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5671.55
